mart,cube,field_type,check,dataset_name,dim,attr_hier,lvl_memb,all_memb,param_name
VPD,VPD,rows,bordetella,Symptoms,PHS - Symptom,Cough Paroxysmal,Cough Paroxysmal,NA,NA
VPD,VPD,rows,measles,Symptoms,PHS - Symptom,Fever,Fever,NA,NA
VPD,VPD,rows,mumps,Symptoms,PHS - Symptom,Fever,Fever,NA,NA
VPD,VPD,rows,rubella,Symptoms,PHS - Symptom,Fever,Fever,NA,NA
VPD,VPD,rows,bordetella,Symptoms,PHS - Symptom,Fever,Fever,NA,NA
VPD,VPD,rows,measles,Symptoms,PHS - Symptom,Lymphadenopathy,Lymphadenopathy,NA,NA
VPD,VPD,rows,rubella,Symptoms,PHS - Symptom,Lymphadenopathy,Lymphadenopathy,NA,NA
VPD,VPD,rows,rubella,Symptoms,PHS - Symptom,Lymphadenopathy Occipital,Lymphadenopathy Occipital,NA,NA
VPD,VPD,rows,rubella,Symptoms,PHS - Symptom,Lymphadenopathy Post - Auricular,Lymphadenopathy Post - Auricular,NA,NA
VPD,VPD,rows,rubella,Symptoms,PHS - Symptom,Lymphadenopathy Posterior Cervical,Lymphadenopathy Posterior Cervical,NA,NA
VPD,VPD,rows,igas,Symptoms,PHS - Symptom,Meningitis,Meningitis,NA,NA
VPD,VPD,rows,ipd,Symptoms,PHS - Symptom,Meningitis,Meningitis,NA,NA
VPD,VPD,rows,meningo,Symptoms,PHS - Symptom,Meningitis,Meningitis,NA,NA
VPD,VPD,rows,igas,Symptoms,PHS - Symptom,Necrotizing Fasciiti - Myositis - Gangrene,Necrotizing Fasciiti - Myositis - Gangrene,NA,NA
VPD,VPD,rows,mumps,Symptoms,PHS - Symptom,Orchitis,Orchitis,NA,NA
VPD,VPD,rows,igas,Symptoms,PHS - Symptom,Other,Other,NA,NA
VPD,VPD,rows,ipd,Symptoms,PHS - Symptom,Other,Other,NA,NA
VPD,VPD,rows,measles,Symptoms,PHS - Symptom,Other,Other,NA,NA
VPD,VPD,rows,mumps,Symptoms,PHS - Symptom,Other,Other,NA,NA
VPD,VPD,rows,rubella,Symptoms,PHS - Symptom,Other,Other,NA,NA
VPD,VPD,rows,bordetella,Symptoms,PHS - Symptom,Other,Other,NA,NA
VPD,VPD,rows,meningo,Symptoms,PHS - Symptom,Other,Other,NA,NA
VPD,VPD,rows,mumps,Symptoms,PHS - Symptom,Parotitis Bilateral,Parotitis Bilateral,NA,NA
VPD,VPD,rows,mumps,Symptoms,PHS - Symptom,Parotitis Unilateral,Parotitis Unilateral,NA,NA
VPD,VPD,rows,measles,Symptoms,PHS - Symptom,Peri - Partum Fever,Peri - Partum Fever,NA,NA
VPD,VPD,rows,mumps,Symptoms,PHS - Symptom,Peri - Partum Fever,Peri - Partum Fever,NA,NA
VPD,VPD,rows,rubella,Symptoms,PHS - Symptom,Peri - Partum Fever,Peri - Partum Fever,NA,NA
VPD,VPD,rows,bordetella,Symptoms,PHS - Symptom,Peri - Partum Fever,Peri - Partum Fever,NA,NA
VPD,VPD,rows,igas,Symptoms,PHS - Symptom,Pneumonia,Pneumonia,NA,NA
VPD,VPD,rows,ipd,Symptoms,PHS - Symptom,Pneumonia,Pneumonia,NA,NA
VPD,VPD,rows,meningo,Symptoms,PHS - Symptom,Purpura Fulminans - Meningococcemia,Purpura Fulminans - Meningococcemia,NA,NA
VPD,VPD,rows,measles,Symptoms,PHS - Symptom,Rash Maculopapular,Rash Maculopapular,NA,NA
VPD,VPD,rows,rubella,Symptoms,PHS - Symptom,Rash Maculopapular,Rash Maculopapular,NA,NA
VPD,VPD,rows,measles,Symptoms,PHS - Symptom,Rash Petechial,Rash Petechial,NA,NA
VPD,VPD,rows,meningo,Symptoms,PHS - Symptom,Rash Petechial,Rash Petechial,NA,NA
VPD,VPD,rows,igas,Symptoms,PHS - Symptom,Toxic Shock Syndrome,Toxic Shock Syndrome,NA,NA
VPD,VPD,filter_d,none,Symptoms,Case - Disease,Case Disease,Case Disease,NA,disease
VPD,VPD,filter_d,none,Symptoms,Case - Classification - PHS,Case Classification,Case Classification,NA,classification
VPD,VPD,filter_d,none,Symptoms,Case - Geo - Surveillance Region,Case Surveillance Region HA,Case Surveillance Region HA,NA,surveillance_region_ha
VPD,VPD,filter_d,none,Symptoms,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,lis_status
VPD,VPD,filter_r,none,Symptoms,Case - Date,Date,Date,NA,query_date
VPD,VPD,filter_d,default,Symptoms,Case - Classification - PHS,Case Classification Group,Case Classification Group,Case,NA
VPD,VPD,filter_d,default,Symptoms,Case - Classification - PHS,Case Classification Group,Case Classification Group,No PHS Data,NA
VPD,VPD,filter_d,default,Symptoms,Patient - Match Level,Match Level Description,Match Level Description,3,NA
VPD,VPD,columns,default,Symptoms Long,Measures,Case Count,NA,NA,NA
VPD,VPD,rows,default,Symptoms Long,Case - IDs,Case ID,Case ID,NA,NA
VPD,VPD,rows,default,Symptoms Long,Case - IDs,Investigation ID,Investigation ID,NA,NA
VPD,VPD,rows,default,Symptoms Long,Case - Disease,Case Disease,Case Disease,NA,NA
VPD,VPD,rows,default,Symptoms Long,PHS - Symptom - All,Symptom,Symptom,NA,NA
VPD,VPD,rows,default,Symptoms Long,PHS - Symptom - All,Symptom Response,Symptom Response,NA,NA
VPD,VPD,rows,default,Symptoms Long,PHS - Symptom - All,Symptom Date,Symptom Date,NA,NA
VPD,VPD,filter_d,none,Symptoms Long,Case - Disease,Case Disease,Case Disease,NA,disease
VPD,VPD,filter_d,none,Symptoms Long,Case - Classification - PHS,Case Classification,Case Classification,NA,classification
VPD,VPD,filter_d,none,Symptoms Long,Case - Geo - Surveillance Region,Case Surveillance Region HA,Case Surveillance Region HA,NA,surveillance_region_ha
VPD,VPD,filter_d,none,Symptoms Long,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,lis_status
VPD,VPD,filter_r,none,Symptoms Long,Case - Date,Date,Date,NA,query_date
VPD,VPD,filter_d,default,Symptoms Long,Case - Classification - PHS,Case Classification Group,Case Classification Group,Case,NA
VPD,VPD,filter_d,default,Symptoms Long,Case - Classification - PHS,Case Classification Group,Case Classification Group,No PHS Data,NA
VPD,VPD,filter_d,default,Symptoms Long,Patient - Match Level,Match Level Description,Match Level Description,3,NA
VPD,VPD,columns,default,Risk Factors,Measures,Case Count,NA,NA,NA
VPD,VPD,rows,default,Risk Factors,Case - IDs,Case ID,Case ID,NA,NA
VPD,VPD,rows,default,Risk Factors,Case - IDs,Investigation ID,Investigation ID,NA,NA
VPD,VPD,rows,default,Risk Factors,Case - Disease,Case Disease,Case Disease,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Alcohol Use,Alcohol Use,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Chronic Cardiac Condition,Chronic Cardiac Condition,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Chronic Cardiac Condition,Chronic Cardiac Condition,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Chronic CSF Leak,Chronic CSF Leak,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Chronic Liver Disease,Chronic Liver Disease,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Chronic Liver Disease Specify,Chronic Liver Disease Specify,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Chronic Renal Disease,Chronic Renal Disease,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Cystic Fibrosis,Cystic Fibrosis,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Chronic Respiratory Pulmonary Condition,Chronic Respiratory Pulmonary Condition,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Chronic Respiratory Pulmonary Condition,Chronic Respiratory Pulmonary Condition,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Diabetes Mellitus,Diabetes Mellitus,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Diabetes Mellitus,Diabetes Mellitus,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Homelessness Underhoused,Homelessness Underhoused,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Immunocompromised Other,Immunocompromised Other,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Immunocompromised Other,Immunocompromised Other,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,Immunocompromised Other,Immunocompromised Other,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Immunocompromised Other Specify,Immunocompromised Other Specify,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Immunocompromised Other Specify,Immunocompromised Other Specify,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,Immunocompromised Other Specify,Immunocompromised Other Specify,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Immunocompromised Transplant,Immunocompromised Transplant,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Immunocompromised Transplant,Immunocompromised Transplant,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,Immunocompromised Transplant,Immunocompromised Transplant,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Immunocompromised Transplant Specify,Immunocompromised Transplant Specify,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Immunocompromised Transplant Specify,Immunocompromised Transplant Specify,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,Immunocompromised Transplant Specify,Immunocompromised Transplant Specify,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Immunocompromised Treatment,Immunocompromised Treatment,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Immunocompromised Treatment,Immunocompromised Treatment,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,Immunocompromised Treatment,Immunocompromised Treatment,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Immunocompromised Treatment Specify,Immunocompromised Treatment Specify,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Immunocompromised Treatment Specify,Immunocompromised Treatment Specify,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,Immunocompromised Treatment Specify,Immunocompromised Treatment Specify,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Immunocompromising Condition,Immunocompromising Condition,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Immunocompromising Condition,Immunocompromising Condition,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,Immunocompromising Condition,Immunocompromising Condition,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Immunocompromising Condition Specify,Immunocompromising Condition Specify,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Immunocompromising Condition Specify,Immunocompromising Condition Specify,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,Immunocompromising Condition Specify,Immunocompromising Condition Specify,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Injection Drug Use,Injection Drug Use,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Malignancies Cancer,Malignancies Cancer,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,MSM,MSM,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Other,Other,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Other,Other,NA,NA
VPD,VPD,rows,measles,Risk Factors,PHS - Risk Factor,Other,Other,NA,NA
VPD,VPD,rows,mumps,Risk Factors,PHS - Risk Factor,Other,Other,NA,NA
VPD,VPD,rows,bordetella,Risk Factors,PHS - Risk Factor,Other,Other,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,Other,Other,NA,NA
VPD,VPD,rows,igas,Risk Factors,PHS - Risk Factor,Other Specify,Other Specify,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Other Specify,Other Specify,NA,NA
VPD,VPD,rows,measles,Risk Factors,PHS - Risk Factor,Other Specify,Other Specify,NA,NA
VPD,VPD,rows,mumps,Risk Factors,PHS - Risk Factor,Other Specify,Other Specify,NA,NA
VPD,VPD,rows,bordetella,Risk Factors,PHS - Risk Factor,Other Specify,Other Specify,NA,NA
VPD,VPD,rows,meningo,Risk Factors,PHS - Risk Factor,Other Specify,Other Specify,NA,NA
VPD,VPD,rows,bordetella,Risk Factors,PHS - Risk Factor,Pregnancy,Pregnancy,NA,NA
VPD,VPD,rows,ipd,Risk Factors,PHS - Risk Factor,Sickle Cell Disease,Sickle Cell Disease,NA,NA
VPD,VPD,filter_d,none,Risk Factors,Case - Disease,Case Disease,Case Disease,NA,disease
VPD,VPD,filter_d,none,Risk Factors,Case - Classification - PHS,Case Classification,Case Classification,NA,classification
VPD,VPD,filter_d,none,Risk Factors,Case - Geo - Surveillance Region,Case Surveillance Region HA,Case Surveillance Region HA,NA,surveillance_region_ha
VPD,VPD,filter_d,none,Risk Factors,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,lis_status
VPD,VPD,filter_r,none,Risk Factors,Case - Date,Date,Date,NA,query_date
VPD,VPD,filter_d,default,Risk Factors,Case - Classification - PHS,Case Classification Group,Case Classification Group,Case,NA
VPD,VPD,filter_d,default,Risk Factors,Case - Classification - PHS,Case Classification Group,Case Classification Group,No PHS Data,NA
VPD,VPD,filter_d,default,Risk Factors,Patient - Match Level,Match Level Description,Match Level Description,3,NA
VPD,VPD,columns,default,UDF,Measures,Case Count,NA,NA,NA
VPD,VPD,rows,default,UDF,Case - IDs,Case ID,Case ID,NA,NA
VPD,VPD,rows,default,UDF,Case - IDs,Investigation ID,Investigation ID,NA,NA
VPD,VPD,rows,default,UDF,Case - Disease,Case Disease,Case Disease,NA,NA
VPD,VPD,rows,ipd,UDF,PHS - UDF - Immunization,Immunization Status Prior To Onset,Immunization Status Prior To Onset,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Immunization,Immunization Status Prior To Onset,Immunization Status Prior To Onset,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Immunization,Immunization Status Prior To Onset,Immunization Status Prior To Onset,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Immunization,Immunization Status Prior To Onset,Immunization Status Prior To Onset,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Immunization,Immunization Status Prior To Onset,Immunization Status Prior To Onset,NA,NA
VPD,VPD,rows,meningo,UDF,PHS - UDF - Immunization,Immunization Status Prior To Onset,Immunization Status Prior To Onset,NA,NA
VPD,VPD,rows,reportable_vpd,UDF,PHS - UDF - Immunization,Immunization Status Prior To Onset,Immunization Status Prior To Onset,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Pregnancy,Pregnancy Outcome,Pregnancy Outcome,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Pregnancy,Pregnancy Was Infant Affected,Pregnancy Was Infant Affected,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Hospitalization,ER Visit,ER Visit,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Hospitalization,ER Visit,ER Visit,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Hospitalization,ER Visit,ER Visit,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Hospitalization,ER Visit Hospital Name,ER Visit Hospital Name,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Hospitalization,ER Visit Hospital Name,ER Visit Hospital Name,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Hospitalization,Admitted To Hospital,Admitted To Hospital,NA,NA
VPD,VPD,rows,ipd,UDF,PHS - UDF - Hospitalization,Admitted To Hospital,Admitted To Hospital,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Hospitalization,Admitted To Hospital,Admitted To Hospital,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Hospitalization,Admitted To Hospital,Admitted To Hospital,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Hospitalization,Admitted To Hospital,Admitted To Hospital,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Hospitalization,Admitted To Hospital,Admitted To Hospital,NA,NA
VPD,VPD,rows,meningo,UDF,PHS - UDF - Hospitalization,Admitted To Hospital,Admitted To Hospital,NA,NA
VPD,VPD,rows,reportable_vpd,UDF,PHS - UDF - Hospitalization,Admitted To Hospital,Admitted To Hospital,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Hospitalization,Name Of Hospital For Admission,Name Of Hospital For Admission,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Hospitalization,Name Of Hospital For Admission,Name Of Hospital For Admission,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Hospitalization,Name Of Hospital For Admission,Name Of Hospital For Admission,NA,NA
VPD,VPD,rows,ipd,UDF,PHS - UDF - Hospitalization,Admission Date,Admission Date,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Hospitalization,Admission Date,Admission Date,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Hospitalization,Admission Date,Admission Date,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Hospitalization,Admission Date,Admission Date,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Hospitalization,Admission Date,Admission Date,NA,NA
VPD,VPD,rows,meningo,UDF,PHS - UDF - Hospitalization,Admission Date,Admission Date,NA,NA
VPD,VPD,rows,reportable_vpd,UDF,PHS - UDF - Hospitalization,Admission Date,Admission Date,NA,NA
VPD,VPD,rows,ipd,UDF,PHS - UDF - Hospitalization,Admitted To ICU,Admitted To ICU,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Hospitalization,Admitted To ICU,Admitted To ICU,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Hospitalization,Admitted To ICU,Admitted To ICU,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Hospitalization,Admitted To ICU,Admitted To ICU,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Hospitalization,Admitted To ICU,Admitted To ICU,NA,NA
VPD,VPD,rows,meningo,UDF,PHS - UDF - Hospitalization,Admitted To ICU,Admitted To ICU,NA,NA
VPD,VPD,rows,reportable_vpd,UDF,PHS - UDF - Hospitalization,Admitted To ICU,Admitted To ICU,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Hospitalization,ICU Hospital Name,ICU Hospital Name,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Hospitalization,ICU Hospital Name,ICU Hospital Name,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Hospitalization,ICU Hospital Name,ICU Hospital Name,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Hospitalization,Surgery,Surgery,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Predisposing Conditions,Predisposing Condition Chickenpox,Predisposing Condition Chickenpox,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Predisposing Conditions,Predisposing Condition Skin Infection,Predisposing Condition Skin Infection,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Predisposing Conditions,Predisposing Condition Wound,Predisposing Condition Wound,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Predisposing Conditions,Wound Type,Wound Type,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Exposures,Contact With Known Case,Contact With Known Case,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Exposures,Contact With Known Case,Contact With Known Case,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Exposures,Contact With Known Case,Contact With Known Case,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Exposures,Contact With Known Case,Contact With Known Case,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Exposures,Contact With Known Case,Contact With Known Case,NA,NA
VPD,VPD,rows,meningo,UDF,PHS - UDF - Exposures,Contact With Known Case,Contact With Known Case,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Exposures,Did Case Travel During Incubation Period,Did Case Travel During Incubation Period,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Exposures,Did Case Travel During Incubation Period,Did Case Travel During Incubation Period,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Exposures,Did Case Travel During Incubation Period,Did Case Travel During Incubation Period,NA,NA
VPD,VPD,rows,meningo,UDF,PHS - UDF - Exposures,Did Case Travel During Incubation Period,Did Case Travel During Incubation Period,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Exposures,Where Case Travelled During Incubation Period,Where Case Travelled During Incubation Period,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Exposures,Where Case Travelled During Incubation Period,Where Case Travelled During Incubation Period,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Exposures,Where Case Travelled During Incubation Period,Where Case Travelled During Incubation Period,NA,NA
VPD,VPD,rows,meningo,UDF,PHS - UDF - Exposures,Where Case Travelled During Incubation Period,Where Case Travelled During Incubation Period,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Exposures,Travel Locations During Incubation Period,Travel Locations During Incubation Period,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Exposures,Travel Locations During Incubation Period,Travel Locations During Incubation Period,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Exposures,Travel Locations During Incubation Period,Travel Locations During Incubation Period,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Exposures,Source Of Infection,Source Of Infection,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Exposures,Source Of Infection,Source Of Infection,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Exposures,Source Of Infection,Source Of Infection,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Exposures,Hospital Associated Infection,Hospital Associated Infection,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Exposures,Hospital Associated Infection Specify,Hospital Associated Infection Specify,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Exposures,Previous Pregnancies,Previous Pregnancies,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Settings,Healthcare Worker,Healthcare Worker,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Settings,Healthcare Worker,Healthcare Worker,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Settings,Healthcare Worker,Healthcare Worker,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Settings,Setting Name Type Location,Setting Name Type Location,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Settings,Setting Name Type Location,Setting Name Type Location,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Settings,Setting Name Type Location,Setting Name Type Location,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Settings,Child Care School University,Child Care School University,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Settings,Child Care School University,Child Care School University,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Settings,Child Care School University,Child Care School University,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Settings,Child Care School University,Child Care School University,NA,NA
VPD,VPD,rows,meningo,UDF,PHS - UDF - Settings,Child Care School University,Child Care School University,NA,NA
VPD,VPD,rows,igas,UDF,PHS - UDF - Settings,Lives In Communal Setting,Lives In Communal Setting,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Settings,Lives In Communal Setting,Lives In Communal Setting,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Settings,Lives In Communal Setting,Lives In Communal Setting,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Settings,Lives In Communal Setting,Lives In Communal Setting,NA,NA
VPD,VPD,rows,meningo,UDF,PHS - UDF - Settings,Lives In Communal Setting,Lives In Communal Setting,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Contacts,Infants Under One Year,Infants Under One Year,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Contacts,Pregnant Women Third Trimester,Pregnant Women Third Trimester,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Contacts,Household Contact,Household Contact,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Contacts,Family Daycare Contacts,Family Daycare Contacts,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Travel Communicability Period,Did Case Travel During Communicability,Did Case Travel During Communicability,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Travel Communicability Period,Did Case Travel During Communicability,Did Case Travel During Communicability,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Travel Communicability Period,Did Case Travel During Communicability,Did Case Travel During Communicability,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Travel Communicability Period,Where Case Travelled During Communicability,Where Case Travelled During Communicability,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Travel Communicability Period,Where Case Travelled During Communicability,Where Case Travelled During Communicability,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Travel Communicability Period,Where Case Travelled During Communicability,Where Case Travelled During Communicability,NA,NA
VPD,VPD,rows,ipd,UDF,PHS - UDF - Notes,General Comments,General Comments,NA,NA
VPD,VPD,rows,measles,UDF,PHS - UDF - Notes,General Comments,General Comments,NA,NA
VPD,VPD,rows,mumps,UDF,PHS - UDF - Notes,General Comments,General Comments,NA,NA
VPD,VPD,rows,rubella,UDF,PHS - UDF - Notes,General Comments,General Comments,NA,NA
VPD,VPD,rows,bordetella,UDF,PHS - UDF - Notes,General Comments,General Comments,NA,NA
VPD,VPD,rows,meningo,UDF,PHS - UDF - Notes,General Comments,General Comments,NA,NA
VPD,VPD,filter_d,none,UDF,Case - Disease,Case Disease,Case Disease,NA,disease
VPD,VPD,filter_d,none,UDF,Case - Classification - PHS,Case Classification,Case Classification,NA,classification
VPD,VPD,filter_d,none,UDF,Case - Geo - Surveillance Region,Case Surveillance Region HA,Case Surveillance Region HA,NA,surveillance_region_ha
VPD,VPD,filter_d,none,UDF,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,lis_status
VPD,VPD,filter_r,none,UDF,Case - Date,Date,Date,NA,query_date
VPD,VPD,filter_d,default,UDF,Case - Classification - PHS,Case Classification Group,Case Classification Group,Case,NA
VPD,VPD,filter_d,default,UDF,Case - Classification - PHS,Case Classification Group,Case Classification Group,No PHS Data,NA
VPD,VPD,filter_d,default,UDF,Patient - Match Level,Match Level Description,Match Level Description,3,NA
VPD,VPD,columns,default,UDF Long,Measures,Case Count,NA,NA,NA
VPD,VPD,rows,default,UDF Long,Case - IDs,Case ID,Case ID,NA,NA
VPD,VPD,rows,default,UDF Long,Case - IDs,Investigation ID,Investigation ID,NA,NA
VPD,VPD,rows,default,UDF Long,Case - Disease,Case Disease,Case Disease,NA,NA
VPD,VPD,rows,default,UDF Long,PHS - UDF - All,UDF All Key,UDF All Key,NA,NA
VPD,VPD,dim_prop,default,UDF Long,PHS - UDF - All,UDF All Key,Answer Row ID,NA,NA
VPD,VPD,dim_prop,default,UDF Long,PHS - UDF - All,UDF All Key,Answer Value,NA,NA
VPD,VPD,dim_prop,default,UDF Long,PHS - UDF - All,UDF All Key,Question Keyword Common,NA,NA
